regionID,regionName,state,metro,stateCodeFIPS,municipalCodeFIPS,sizeRank,date,medianHomePrice,medianRentalPrice
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1996-04,160800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1996-05,160700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1996-06,160600,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1996-07,160400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1996-08,160200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1996-09,160100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1996-10,160100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1996-11,160100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1996-12,160500,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1997-01,161000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1997-02,161300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1997-03,161400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1997-04,161500,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1997-05,161600,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1997-06,161700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1997-07,161900,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1997-08,162300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1997-09,162800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1997-10,163700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1997-11,164800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1997-12,166400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1998-01,168300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1998-02,170000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1998-03,171400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1998-04,172700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1998-05,173800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1998-06,174700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1998-07,175400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1998-08,176200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1998-09,177100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1998-10,178100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1998-11,179200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1998-12,180600,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1999-01,182300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1999-02,183900,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1999-03,185200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1999-04,186600,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1999-05,188000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1999-06,189400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1999-07,190800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1999-08,192000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1999-09,193200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1999-10,194500,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1999-11,195900,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,1999-12,197600,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2000-01,199600,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2000-02,201600,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2000-03,203400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2000-04,205300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2000-05,207200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2000-06,209200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2000-07,211200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2000-08,213100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2000-09,215100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2000-10,217200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2000-11,219300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2000-12,221500,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2001-01,223800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2001-02,226000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2001-03,228100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2001-04,230200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2001-05,232200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2001-06,234300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2001-07,236300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2001-08,238300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2001-09,240300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2001-10,242500,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2001-11,244800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2001-12,247400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2002-01,250200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2002-02,253200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2002-03,256400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2002-04,259800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2002-05,263400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2002-06,267300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2002-07,271600,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2002-08,276200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2002-09,281000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2002-10,285900,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2002-11,291000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2002-12,296000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2003-01,300700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2003-02,305200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2003-03,309800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2003-04,314600,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2003-05,319800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2003-06,325400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2003-07,331500,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2003-08,337800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2003-09,344400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2003-10,351100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2003-11,358100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2003-12,365500,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2004-01,373400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2004-02,381900,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2004-03,391200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2004-04,401100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2004-05,411300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2004-06,421600,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2004-07,431400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2004-08,440400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2004-09,448800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2004-10,456300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2004-11,463000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2004-12,469100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2005-01,475000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2005-02,480800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2005-03,486800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2005-04,493100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2005-05,499700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2005-06,506700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2005-07,514300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2005-08,521800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2005-09,529400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2005-10,536900,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2005-11,543700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2005-12,549800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2006-01,555200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2006-02,560000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2006-03,564700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2006-04,568900,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2006-05,572500,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2006-06,575100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2006-07,576200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2006-08,575300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2006-09,573300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2006-10,571100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2006-11,568500,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2006-12,566000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2007-01,563700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2007-02,561400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2007-03,558800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2007-04,555700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2007-05,552100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2007-06,548000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2007-07,543100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2007-08,536900,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2007-09,530300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2007-10,523700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2007-11,517100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2007-12,510400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2008-01,503500,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2008-02,495700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2008-03,486700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2008-04,476000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2008-05,464800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2008-06,454000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2008-07,445300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2008-08,438600,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2008-09,433200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2008-10,427800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2008-11,422800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2008-12,418000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2009-01,413800,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2009-02,409300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2009-03,404200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2009-04,398400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2009-05,392200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2009-06,387400,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2009-07,385700,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2009-08,386000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2009-09,387000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2009-10,388500,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2009-11,389900,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2009-12,391300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2010-01,392500,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2010-02,393100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2010-03,392100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2010-04,392000,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2010-05,393300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2010-06,393200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2010-07,390300,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2010-08,388200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2010-09,386200,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2010-10,384100,
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2010-11,382100,2176
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2010-12,380300,2160
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-01,377400,2153
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-02,374600,2148
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-03,372500,2146
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-04,370400,2148
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-05,368000,2154
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-06,366300,2161
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-07,364600,2168
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-08,361700,2172
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-09,358800,2174
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-10,356400,2176
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-11,354100,2174
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-12,352300,2165
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-01,351300,2150
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-02,350900,2142
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-03,351700,2139
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-04,354200,2141
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-05,357500,2145
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-06,360000,2150
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-07,362100,2157
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-08,363900,2158
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-09,366100,2163
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-10,369000,2163
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-11,373600,2163
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-12,377900,2163
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-01,381400,2166
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-02,386400,2170
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-03,394300,2176
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-04,402300,2184
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-05,410000,2192
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-06,417500,2197
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-07,424500,2207
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-08,430500,2220
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-09,435300,2235
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-10,438700,2249
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-11,441300,2254
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-12,443200,2253
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-01,444900,2243
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-02,447300,2234
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-03,450300,2230
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-04,453200,2230
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-05,455800,2233
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-06,458800,2239
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-07,461800,2256
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-08,463700,2278
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-09,464800,2303
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-10,466200,2324
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-11,467300,2346
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-12,469300,2367
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-01,472800,2380
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-02,476800,2389
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-03,479600,2401
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-04,482200,2414
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-05,485100,2429
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-06,488100,2439
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-07,491000,2451
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-08,493800,2462
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-09,497000,2468
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-10,500600,2471
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-11,504000,2471
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-12,507900,2474
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-01,512200,2483
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-02,515200,2490
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-03,517800,2499
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-04,520700,2506
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-05,522800,2518
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-06,525000,2531
