regionID,regionName,state,metro,stateCodeFIPS,municipalCodeFIPS,sizeRank,date,medianRentalPrice
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2010-11,2176
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2010-12,2160
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-01,2153
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-02,2148
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-03,2146
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-04,2148
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-05,2154
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-06,2161
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-07,2168
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-08,2172
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-09,2174
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-10,2176
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-11,2174
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2011-12,2165
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-01,2150
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-02,2142
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-03,2139
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-04,2141
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-05,2145
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-06,2150
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-07,2157
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-08,2158
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-09,2163
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-10,2163
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-11,2163
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-12,2163
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-01,2166
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-02,2170
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-03,2176
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-04,2184
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-05,2192
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-06,2197
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-07,2207
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-08,2220
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-09,2235
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-10,2249
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-11,2254
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-12,2253
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-01,2243
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-02,2234
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-03,2230
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-04,2230
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-05,2233
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-06,2239
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-07,2256
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-08,2278
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-09,2303
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-10,2324
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-11,2346
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-12,2367
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-01,2380
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-02,2389
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-03,2401
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-04,2414
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-05,2429
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-06,2439
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-07,2451
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-08,2462
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-09,2468
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-10,2471
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-11,2471
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-12,2474
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-01,2483
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-02,2490
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-03,2499
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-04,2506
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-05,2518
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-06,2531
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-07,2542
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-08,2552
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-09,2563
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-10,2575
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-11,2583
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-12,2588
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-01,2590
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-02,2591
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-03,2593
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-04,2598
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-05,2609
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-06,2626
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-07,2647
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-08,2666
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-09,2681
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-10,2691
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-11,2697
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-12,2702
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-01,2708
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-02,2716
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-03,2724
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-04,2732
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-05,2739
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-06,2742
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-07,2743
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-08,2743
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-09,2743
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-10,2748
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-11,2767
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-12,2791
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2019-01,2812
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2019-02,2819
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2019-03,2819
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2019-04,2819
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2019-05,2817
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2019-06,2817
102001,United States,null,null,null,null,0,2010-11,1250
102001,United States,null,null,null,null,0,2010-12,1248
102001,United States,null,null,null,null,0,2011-01,1245
102001,United States,null,null,null,null,0,2011-02,1240
102001,United States,null,null,null,null,0,2011-03,1236
102001,United States,null,null,null,null,0,2011-04,1234
102001,United States,null,null,null,null,0,2011-05,1236
102001,United States,null,null,null,null,0,2011-06,1241
102001,United States,null,null,null,null,0,2011-07,1248
102001,United States,null,null,null,null,0,2011-08,1252
102001,United States,null,null,null,null,0,2011-09,1254
102001,United States,null,null,null,null,0,2011-10,1250
102001,United States,null,null,null,null,0,2011-11,1244
102001,United States,null,null,null,null,0,2011-12,1237
102001,United States,null,null,null,null,0,2012-01,1232
102001,United States,null,null,null,null,0,2012-02,1229
102001,United States,null,null,null,null,0,2012-03,1227
102001,United States,null,null,null,null,0,2012-04,1226
102001,United States,null,null,null,null,0,2012-05,1230
102001,United States,null,null,null,null,0,2012-06,1235
102001,United States,null,null,null,null,0,2012-07,1243
102001,United States,null,null,null,null,0,2012-08,1249
102001,United States,null,null,null,null,0,2012-09,1252
102001,United States,null,null,null,null,0,2012-10,1252
102001,United States,null,null,null,null,0,2012-11,1250
102001,United States,null,null,null,null,0,2012-12,1248
102001,United States,null,null,null,null,0,2013-01,1246
102001,United States,null,null,null,null,0,2013-02,1244
102001,United States,null,null,null,null,0,2013-03,1242
102001,United States,null,null,null,null,0,2013-04,1243
102001,United States,null,null,null,null,0,2013-05,1249
102001,United States,null,null,null,null,0,2013-06,1258
102001,United States,null,null,null,null,0,2013-07,1269
102001,United States,null,null,null,null,0,2013-08,1277
102001,United States,null,null,null,null,0,2013-09,1283
102001,United States,null,null,null,null,0,2013-10,1286
102001,United States,null,null,null,null,0,2013-11,1286
102001,United States,null,null,null,null,0,2013-12,1284
102001,United States,null,null,null,null,0,2014-01,1279
102001,United States,null,null,null,null,0,2014-02,1272
102001,United States,null,null,null,null,0,2014-03,1267
102001,United States,null,null,null,null,0,2014-04,1264
102001,United States,null,null,null,null,0,2014-05,1265
102001,United States,null,null,null,null,0,2014-06,1269
102001,United States,null,null,null,null,0,2014-07,1279
102001,United States,null,null,null,null,0,2014-08,1292
102001,United States,null,null,null,null,0,2014-09,1306
102001,United States,null,null,null,null,0,2014-10,1315
102001,United States,null,null,null,null,0,2014-11,1319
102001,United States,null,null,null,null,0,2014-12,1321
102001,United States,null,null,null,null,0,2015-01,1321
102001,United States,null,null,null,null,0,2015-02,1322
102001,United States,null,null,null,null,0,2015-03,1326
102001,United States,null,null,null,null,0,2015-04,1332
102001,United States,null,null,null,null,0,2015-05,1341
102001,United States,null,null,null,null,0,2015-06,1352
102001,United States,null,null,null,null,0,2015-07,1363
102001,United States,null,null,null,null,0,2015-08,1372
102001,United States,null,null,null,null,0,2015-09,1376
102001,United States,null,null,null,null,0,2015-10,1373
102001,United States,null,null,null,null,0,2015-11,1366
102001,United States,null,null,null,null,0,2015-12,1359
102001,United States,null,null,null,null,0,2016-01,1359
102001,United States,null,null,null,null,0,2016-02,1361
102001,United States,null,null,null,null,0,2016-03,1368
102001,United States,null,null,null,null,0,2016-04,1372
102001,United States,null,null,null,null,0,2016-05,1380
102001,United States,null,null,null,null,0,2016-06,1386
102001,United States,null,null,null,null,0,2016-07,1391
102001,United States,null,null,null,null,0,2016-08,1392
102001,United States,null,null,null,null,0,2016-09,1393
102001,United States,null,null,null,null,0,2016-10,1392
102001,United States,null,null,null,null,0,2016-11,1391
102001,United States,null,null,null,null,0,2016-12,1388
102001,United States,null,null,null,null,0,2017-01,1385
102001,United States,null,null,null,null,0,2017-02,1383
102001,United States,null,null,null,null,0,2017-03,1384
102001,United States,null,null,null,null,0,2017-04,1387
102001,United States,null,null,null,null,0,2017-05,1392
102001,United States,null,null,null,null,0,2017-06,1399
102001,United States,null,null,null,null,0,2017-07,1409
102001,United States,null,null,null,null,0,2017-08,1420
102001,United States,null,null,null,null,0,2017-09,1428
102001,United States,null,null,null,null,0,2017-10,1429
102001,United States,null,null,null,null,0,2017-11,1426
102001,United States,null,null,null,null,0,2017-12,1420
102001,United States,null,null,null,null,0,2018-01,1414
102001,United States,null,null,null,null,0,2018-02,1411
102001,United States,null,null,null,null,0,2018-03,1412
102001,United States,null,null,null,null,0,2018-04,1414
102001,United States,null,null,null,null,0,2018-05,1416
102001,United States,null,null,null,null,0,2018-06,1416
102001,United States,null,null,null,null,0,2018-07,1415
102001,United States,null,null,null,null,0,2018-08,1415
102001,United States,null,null,null,null,0,2018-09,1414
102001,United States,null,null,null,null,0,2018-10,1417
102001,United States,null,null,null,null,0,2018-11,1426
102001,United States,null,null,null,null,0,2018-12,1438
102001,United States,null,null,null,null,0,2019-01,1447
102001,United States,null,null,null,null,0,2019-02,1450
102001,United States,null,null,null,null,0,2019-03,1453
102001,United States,null,null,null,null,0,2019-04,1456
102001,United States,null,null,null,null,0,2019-05,1457
102001,United States,null,null,null,null,0,2019-06,1460
